Census Tract,GEOID,Median HH Income,Year,Total Population,Total Households,Median age ,Average HH size,BS Degree and above,White ,Black or African American ,American Indian and Alaska Native ,Asian ,Native Hawaiian and Other Pacific Islander ,Some other race,Two or more races,Hispanic or Latino
"Census Tract 19, Pinal County, Arizona",4021001900,33222,1,2810,828,47.6,3.39,111,2192,140,268,33,0,129,48,2810
"Census Tract 19, Yavapai County, Arizona",4025001900,51002,1,14235,5927,53,2.4,2184,13151,110,486,93,2,156,237,14235
"Census Tract 2, Coconino County, Arizona",4005000200,56714,1,4171,1736,32.8,2.37,1455,3439,54,401,74,8,27,168,4171
"Census Tract 2, Gila County, Arizona",4007000200,43314,1,2118,914,57.3,2.32,302,2118,0,0,0,0,0,0,2118
"Census Tract 2, Pima County, Arizona",4019000200,24856,1,4309,1916,31.5,2.22,538,2808,14,376,268,22,641,180,4309
"Census Tract 2, Yuma County, Arizona",4027000200,34519,1,3308,1167,31,2.83,125,1735,111,0,0,0,1289,173,3308
"Census Tract 2.01, Cochise County, Arizona",4003000201,50972,1,3172,1279,44,2.48,265,2489,0,8,5,0,588,82,3172
"Census Tract 2.01, Pinal County, Arizona",4021000201,54807,1,5317,2374,55.2,2.24,983,4846,33,0,111,0,54,273,5317
"Census Tract 2.02, Cochise County, Arizona",4003000202,40967,1,3923,1533,43,2.53,240,3154,1,0,0,0,457,311,3923
"Census Tract 2.02, Yavapai County, Arizona",4025000202,43368,1,8012,3338,51.8,2.39,955,7536,11,189,34,0,111,131,8012
"Census Tract 2.03, Cochise County, Arizona",4003000203,39429,1,2543,1267,60.1,2.01,413,2283,17,64,16,0,18,145,2543
"Census Tract 2.03, Yavapai County, Arizona",4025000203,49311,1,5813,2517,52.8,2.3,1228,5378,0,9,162,0,194,70,5813
"Census Tract 2.04, Pinal County, Arizona",4021000204,55195,1,7414,2347,32.9,3.16,808,6165,638,202,70,0,258,81,7414
"Census Tract 2.04, Yavapai County, Arizona",4025000204,43486,1,7083,2742,45.5,2.58,455,6749,78,83,59,0,114,0,7083
"Census Tract 2.05, Pinal County, Arizona",4021000205,62099,1,18251,4743,26,3.85,1938,15136,968,439,0,0,1250,458,18251
"Census Tract 2.06, Pinal County, Arizona",4021000206,58026,1,4372,1236,35,3.54,784,3780,240,0,0,0,292,60,4372
"Census Tract 2.07, Pinal County, Arizona",4021000207,53149,1,9919,3054,30.8,3.25,837,8825,250,238,75,23,248,260,9919
"Census Tract 2.08, Pinal County, Arizona",4021000208,70242,1,2076,554,36.1,3.75,239,1877,28,0,0,0,54,117,2076
"Census Tract 2.09, Pinal County, Arizona",4021000209,66473,1,9973,2954,30.5,3.38,1333,8238,753,106,33,76,496,271,9973
"Census Tract 2.10, Pinal County, Arizona",4021000210,62692,1,10773,2648,26.4,4.07,1128,7554,250,1393,83,342,878,273,10773
"Census Tract 2.11, Pinal County, Arizona",4021000211,53516,1,4348,1250,26.8,3.48,409,3245,72,47,51,500,274,159,4348
"Census Tract 2.12, Pinal County, Arizona",4021000212,54643,1,5694,1600,29.1,3.56,539,4453,326,36,162,131,283,303,5694
"Census Tract 2.13, Pinal County, Arizona",4021000213,68139,1,12480,3959,35.9,3.15,2115,9320,1016,349,469,0,1247,79,12480
"Census Tract 2.14, Pinal County, Arizona",4021000214,58483,1,8901,2821,31.3,3.16,905,6945,443,114,618,0,285,496,8901
"Census Tract 2.15, Pinal County, Arizona",4021000215,63750,1,3080,844,26.4,3.65,257,2749,0,21,0,0,281,29,3080
"Census Tract 20, Coconino County, Arizona",4005002000,41014,1,2174,812,40.1,2.54,262,1805,0,213,41,3,12,100,2174
"Census Tract 20, Pima County, Arizona",4019002000,33380,1,6769,2536,38.2,2.59,700,5148,262,153,56,9,856,285,6769
"Census Tract 20.01, Cochise County, Arizona",4003002001,40388,1,4886,1935,43.9,2.52,888,4324,1,3,49,0,147,362,4886
"Census Tract 20.01, Pinal County, Arizona",4021002001,40224,1,3660,1301,38.1,2.81,432,3389,37,8,0,0,226,0,3660
"Census Tract 20.01, Yavapai County, Arizona",4025002001,31226,1,4636,1828,35.4,2.49,303,3662,2,26,0,0,550,396,4636
"Census Tract 20.02, Cochise County, Arizona",4003002002,52295,1,4481,1702,44.7,2.63,626,4227,44,33,25,0,16,136,4481
"Census Tract 20.02, Pinal County, Arizona",4021002002,36500,1,7517,198,32.1,3.63,197,3768,974,132,368,285,1712,278,7517
"Census Tract 20.02, Yavapai County, Arizona",4025002002,31014,1,5052,1822,38.7,2.76,474,4412,71,92,36,0,283,158,5052
"Census Tract 20.03, Pinal County, Arizona",4021002003,23121,1,4310,1356,27.1,3.17,73,3212,118,14,10,0,906,50,4310
"Census Tract 20.03, Yavapai County, Arizona",4025002003,37767,1,4910,1843,39.3,2.65,521,4183,44,13,26,0,514,130,4910
"Census Tract 20.04, Yavapai County, Arizona",4025002004,51518,1,8426,3595,52.2,2.33,1628,7571,84,141,0,0,178,452,8426
"Census Tract 201, La Paz County, Arizona",4012020100,31717,1,2551,1093,57.7,2.33,297,2110,0,18,0,0,410,13,2551
"Census Tract 202.01, La Paz County, Arizona",4012020201,37043,1,1921,1061,54.6,1.81,175,1868,0,0,0,0,53,0,1921
"Census Tract 202.02, La Paz County, Arizona",4012020202,56719,1,524,319,65.2,1.64,115,519,0,0,0,5,0,0,524
"Census Tract 205.01, La Paz County, Arizona",4012020501,35482,1,1921,936,61.9,2.05,117,1535,0,0,10,0,361,15,1921
"Census Tract 205.02, La Paz County, Arizona",4012020502,41292,1,4290,2700,70.8,1.58,383,4265,0,19,0,0,6,0,4290
"Census Tract 206.02, La Paz County, Arizona",4012020602,40288,1,1336,571,48,2.34,48,1123,0,0,23,0,190,0,1336
"Census Tract 21, Cochise County, Arizona",4003002100,51764,1,5229,2059,49.4,2.53,1142,4647,64,70,0,0,33,415,5229
"Census Tract 21, Coconino County, Arizona",4005002100,54208,1,7263,2273,33.3,3.18,875,4403,0,2328,0,25,373,134,7263
"Census Tract 21, Pima County, Arizona",4019002100,28247,1,5759,1832,28.8,3.11,155,3565,611,312,0,0,1120,151,5759
"Census Tract 21, Yavapai County, Arizona",4025002100,26836,1,2385,943,46.8,2.53,259,2063,12,8,0,0,173,129,2385
"Census Tract 21.01, Pinal County, Arizona",4021002101,50459,1,7166,2794,34.5,2.56,433,5733,548,207,0,0,294,384,7166
"Census Tract 21.02, Pinal County, Arizona",4021002102,41615,1,1225,440,47.8,2.4,109,978,178,16,0,0,44,9,1225
"Census Tract 21.03, Pinal County, Arizona",4021002103,45700,1,4235,1494,31.9,2.83,519,3543,171,57,75,0,290,99,4235
"Census Tract 2168.06, Maricopa County, Arizona",4013216806,61206,1,2888,1375,49.3,2.09,1273,2637,13,0,97,0,108,33,2888
"Census Tract 2168.07, Maricopa County, Arizona",4013216807,92266,1,5192,2303,49,2.25,2522,4975,7,17,88,0,58,47,5192
"Census Tract 2168.09, Maricopa County, Arizona",4013216809,116546,1,5174,1993,47.7,2.59,2105,4525,80,50,300,0,18,201,5174
"Census Tract 2168.10, Maricopa County, Arizona",4013216810,41096,1,1179,820,55.9,1.44,528,978,57,0,53,0,45,46,1179
"Census Tract 2168.13, Maricopa County, Arizona",4013216813,101445,1,4215,2003,57.6,2.1,2213,4035,41,28,102,0,0,9,4215
"Census Tract 2168.16, Maricopa County, Arizona",4013216816,106667,1,5590,2010,45,2.72,2103,5117,0,0,263,0,13,197,5590
"Census Tract 2168.18, Maricopa County, Arizona",4013216818,51545,1,6530,3310,54.2,1.96,2617,5937,292,1,207,0,0,93,6530
"Census Tract 2168.19, Maricopa County, Arizona",4013216819,78493,1,6333,2804,58.1,2.25,2334,6149,17,19,114,0,13,21,6333
"Census Tract 2168.20, Maricopa County, Arizona",4013216820,72255,1,4505,2116,51.9,2.13,1332,4309,0,0,72,13,64,47,4505
"Census Tract 2168.21, Maricopa County, Arizona",4013216821,91076,1,5699,2455,55.4,2.32,2210,5322,94,140,32,0,0,111,5699
"Census Tract 2168.22, Maricopa County, Arizona",4013216822,105729,1,3820,1751,60.6,2.16,1997,3538,106,0,103,0,11,62,3820
"Census Tract 2168.26, Maricopa County, Arizona",4013216826,47593,1,4846,2423,54.4,1.82,1991,4437,65,0,296,0,10,38,4846
"Census Tract 2168.29, Maricopa County, Arizona",4013216829,133137,1,4963,2212,55.8,2.24,2448,4192,211,0,420,0,0,140,4963
"Census Tract 2168.30, Maricopa County, Arizona",4013216830,43562,1,3175,1490,36.4,2.06,1081,2888,118,14,59,0,0,96,3175
"Census Tract 2168.31, Maricopa County, Arizona",4013216831,130347,1,2663,1023,47.9,2.58,1210,2459,28,0,57,0,77,42,2663
"Census Tract 2168.32, Maricopa County, Arizona",4013216832,60600,1,1741,956,61.5,1.82,895,1732,9,0,0,0,0,0,1741
"Census Tract 2168.33, Maricopa County, Arizona",4013216833,61627,1,4231,1882,48.9,2.25,1759,3811,0,13,328,0,27,52,4231
"Census Tract 2168.34, Maricopa County, Arizona",4013216834,105030,1,2064,983,60.6,2.09,1051,1982,48,11,0,0,23,0,2064
"Census Tract 2168.35, Maricopa County, Arizona",4013216835,65484,1,2159,1344,52.5,1.6,1147,1936,112,0,76,0,0,35,2159
"Census Tract 2168.36, Maricopa County, Arizona",4013216836,83281,1,3387,1341,50.7,2.5,1251,3241,0,18,37,0,0,91,3387
"Census Tract 2168.37, Maricopa County, Arizona",4013216837,41947,1,5162,2766,39.3,1.87,2033,4380,117,0,375,53,39,198,5162
"Census Tract 2168.38, Maricopa County, Arizona",4013216838,89764,1,4642,2029,42.7,2.28,2203,3949,94,14,417,0,17,151,4642
"Census Tract 2168.39, Maricopa County, Arizona",4013216839,105729,1,3915,1491,44.7,2.62,1740,3449,9,9,379,0,10,59,3915
"Census Tract 2168.40, Maricopa County, Arizona",4013216840,117639,1,4655,1725,50,2.69,2045,4570,0,30,46,0,0,9,4655
"Census Tract 2168.41, Maricopa County, Arizona",4013216841,119954,1,3625,1251,45.5,2.89,1267,3407,54,11,131,0,0,22,3625
"Census Tract 2168.42, Maricopa County, Arizona",4013216842,111902,1,3881,1309,40.4,2.96,1499,3408,19,20,413,10,0,11,3881
"Census Tract 2168.43, Maricopa County, Arizona",4013216843,138880,1,3202,1491,64.1,2.15,1750,3081,0,0,70,0,14,37,3202
"Census Tract 2168.44, Maricopa County, Arizona",4013216844,66426,1,3537,1841,50.9,1.89,1886,3285,0,0,219,0,22,11,3537
"Census Tract 2168.45, Maricopa County, Arizona",4013216845,75381,1,2007,1062,39.6,1.89,892,1724,72,0,47,0,40,124,2007
"Census Tract 2168.46, Maricopa County, Arizona",4013216846,94035,1,7021,3036,40.9,2.31,3283,6319,115,0,333,0,16,238,7021
"Census Tract 2168.47, Maricopa County, Arizona",4013216847,136636,1,6043,2248,41.8,2.69,2668,5384,8,0,523,0,0,128,6043
"Census Tract 2168.48, Maricopa County, Arizona",4013216848,151635,1,5780,2267,50.8,2.55,2973,5346,1,1,391,0,0,41,5780
"Census Tract 2168.49, Maricopa County, Arizona",4013216849,157583,1,6296,2365,49,2.63,3506,5573,0,72,503,0,0,148,6296
"Census Tract 2168.50, Maricopa County, Arizona",4013216850,80363,1,3897,1887,37.9,2.07,1602,3363,52,79,182,0,82,139,3897
"Census Tract 2168.51, Maricopa County, Arizona",4013216851,158750,1,3642,1484,53,2.45,1497,3304,59,10,40,0,16,213,3642
"Census Tract 2168.52, Maricopa County, Arizona",4013216852,81595,1,3436,1777,44.5,1.93,1497,3116,27,0,236,0,46,11,3436
"Census Tract 2168.53, Maricopa County, Arizona",4013216853,51168,1,4947,2679,37.3,1.84,1856,4251,53,82,525,0,36,0,4947
"Census Tract 2169.01, Maricopa County, Arizona",4013216901,61105,1,2624,1558,56.2,1.68,1403,2467,0,20,38,0,81,18,2624
"Census Tract 2169.02, Maricopa County, Arizona",4013216902,51310,1,3726,1709,42.9,2.17,1310,3529,54,10,51,0,67,15,3726
"Census Tract 2170.01, Maricopa County, Arizona",4013217001,54601,1,4710,2717,58.7,1.73,2072,4381,8,130,55,0,74,62,4710
"Census Tract 2170.02, Maricopa County, Arizona",4013217002,63062,1,5531,2447,43.5,2.25,2118,4914,104,98,231,0,112,72,5531
"Census Tract 2171.01, Maricopa County, Arizona",4013217101,60547,1,2789,1272,39.1,2.19,918,2627,0,0,69,0,72,21,2789
"Census Tract 2171.02, Maricopa County, Arizona",4013217102,72059,1,2786,1220,39.1,2.27,1136,2569,11,44,131,0,25,6,2786
"Census Tract 2172.01, Maricopa County, Arizona",4013217201,48830,1,1446,872,30,1.66,639,1081,156,5,93,20,11,80,1446
"Census Tract 2172.03, Maricopa County, Arizona",4013217203,50515,1,3316,1947,57.6,1.7,1310,2892,193,0,68,0,102,61,3316
"Census Tract 2172.04, Maricopa County, Arizona",4013217204,42958,1,3212,1766,31.5,1.82,953,2512,196,107,80,26,78,213,3212
"Census Tract 2173, Maricopa County, Arizona",4013217300,73194,1,2920,1555,50.6,1.88,1493,2591,75,0,88,0,0,166,2920
"Census Tract 2174, Maricopa County, Arizona",4013217400,50302,1,3405,1755,53.8,1.93,1237,3169,35,23,0,0,65,113,3405
"Census Tract 2175.01, Maricopa County, Arizona",4013217501,34609,1,3551,1540,30.6,2.3,551,2741,132,0,26,0,582,70,3551
"Census Tract 2175.02, Maricopa County, Arizona",4013217502,45592,1,3058,1589,28.8,1.92,1037,2675,221,17,38,0,37,70,3058
"Census Tract 2176, Maricopa County, Arizona",4013217600,45561,1,4865,2316,33.6,2.05,1218,4154,172,109,58,0,77,295,4865
"Census Tract 2177, Maricopa County, Arizona",4013217700,67319,1,4456,2012,42.5,2.21,1617,4000,198,1,64,0,91,102,4456
"Census Tract 2178, Maricopa County, Arizona",4013217800,50714,1,7415,2772,34.4,2.67,1542,6234,383,510,105,0,117,66,7415
"Census Tract 2179, Maricopa County, Arizona",4013217900,63306,1,4184,1791,33.4,2.32,1199,3766,158,1,82,0,116,61,4184
"Census Tract 2180, Maricopa County, Arizona",4013218000,49854,1,5918,2393,38.6,2.41,1326,5309,56,44,73,0,436,0,5918
"Census Tract 2181, Maricopa County, Arizona",4013218100,52292,1,1920,759,35.3,2.53,425,1595,149,0,38,0,114,24,1920
"Census Tract 2182, Maricopa County, Arizona",4013218200,44417,1,5646,2095,31.8,2.66,899,4287,60,522,155,0,574,48,5646
"Census Tract 2183, Maricopa County, Arizona",4013218300,38043,1,3774,2026,49.5,1.79,1125,3221,16,394,121,0,0,22,3774
"Census Tract 22, Coconino County, Arizona",4005002200,55577,1,6037,2340,37.5,2.57,1718,4638,7,536,2,11,511,332,6037
"Census Tract 22, Pinal County, Arizona",4021002200,53974,1,5020,2062,49.9,2.43,593,4488,0,34,0,0,445,53,5020
"Census Tract 22.01, Pima County, Arizona",4019002201,32857,1,3282,1052,31.8,3.1,245,1869,210,92,0,5,1007,99,3282
"Census Tract 22.02, Pima County, Arizona",4019002202,28084,1,2947,1008,27.1,2.9,141,1770,404,132,0,0,605,36,2947
"Census Tract 23, Coconino County, Arizona",4005002300,40682,1,5515,2310,49.9,2.1,1020,4558,67,515,53,0,111,211,5515
"Census Tract 23, Pima County, Arizona",4019002300,23778,1,5675,1829,32.6,2.94,147,3907,187,401,11,0,837,332,5675
"Census Tract 23, Pinal County, Arizona",4021002300,52564,1,2951,948,43.7,3.11,148,2588,0,2,52,0,286,23,2951
"Census Tract 24, Pima County, Arizona",4019002400,24214,1,5945,1830,30.7,3.17,113,3888,177,409,0,0,1318,153,5945
"Census Tract 24, Pinal County, Arizona",4021002400,38636,1,2067,692,43,2.99,116,1690,0,43,0,0,157,177,2067
"Census Tract 25.01, Pima County, Arizona",4019002501,29292,1,6258,1601,37.7,2.58,342,4576,239,374,29,23,830,187,6258
"Census Tract 25.03, Pima County, Arizona",4019002503,30878,1,4598,1669,36.4,2.75,125,3296,22,648,24,0,436,172,4598
"Census Tract 25.04, Pima County, Arizona",4019002504,28924,1,5334,1821,32.2,2.93,407,3564,0,43,27,0,1615,85,5334
"Census Tract 25.05, Pima County, Arizona",4019002505,37488,1,6293,2007,27.3,3.13,388,4572,421,255,51,0,771,223,6293
"Census Tract 25.06, Pima County, Arizona",4019002506,41061,1,7907,2412,30.8,3.27,680,5220,164,392,0,0,1896,235,7907
"Census Tract 26.02, Pima County, Arizona",4019002602,30156,1,4311,2061,30.9,2.07,609,3165,27,110,135,0,592,282,4311
"Census Tract 26.03, Pima County, Arizona",4019002603,18902,1,3260,1282,27,2.53,275,1990,304,82,377,8,407,92,3260
"Census Tract 26.04, Pima County, Arizona",4019002604,17375,1,3816,1674,27.5,2.2,250,2486,333,157,287,0,300,253,3816
"Census Tract 27.02, Pima County, Arizona",4019002702,36884,1,4987,2653,39.1,1.88,1654,4249,170,55,261,0,110,142,4987
"Census Tract 27.03, Pima County, Arizona",4019002703,28698,1,3676,1788,26.3,2,826,2850,123,112,311,13,76,191,3676
"Census Tract 27.04, Pima County, Arizona",4019002704,34226,1,2062,1040,33,1.98,506,1797,52,0,132,0,0,81,2062
"Census Tract 28.01, Pima County, Arizona",4019002801,25756,1,1582,788,37.6,2.01,182,1396,79,0,31,0,56,20,1582
"Census Tract 28.02, Pima County, Arizona",4019002802,26083,1,4124,1922,28.8,2.12,486,2936,413,78,117,36,205,339,4124
"Census Tract 28.03, Pima County, Arizona",4019002803,31160,1,2169,975,37.1,2.22,460,1798,48,76,17,0,113,117,2169
"Census Tract 29.01, Pima County, Arizona",4019002901,31934,1,6890,2695,32,2.51,1174,5108,1000,97,292,186,64,143,6890
"Census Tract 29.04, Pima County, Arizona",4019002904,48088,1,3564,1684,57.6,1.93,1143,3285,1,20,22,0,142,94,3564
"Census Tract 29.05, Pima County, Arizona",4019002905,28317,1,4295,2092,30.9,2.05,761,3613,296,39,66,0,203,78,4295
"Census Tract 29.06, Pima County, Arizona",4019002906,54364,1,2270,1303,51.1,1.74,1250,1987,0,0,104,0,58,121,2270
"Census Tract 3, Coconino County, Arizona",4005000300,34042,1,6785,2401,29,2.8,771,3511,267,1324,35,0,1164,484,6785
"Census Tract 3, Pima County, Arizona",4019000300,30739,1,1601,680,32.4,2.21,340,1146,63,70,25,0,186,111,1601
"Census Tract 3, Yavapai County, Arizona",4025000300,45816,1,6193,2366,48,2.32,1414,5510,74,343,41,12,78,135,6193
"Census Tract 3.01, Cochise County, Arizona",4003000301,30901,1,3875,1761,50.3,2.15,420,3225,15,113,0,0,270,252,3875
"Census Tract 3.01, Gila County, Arizona",4007000301,45880,1,6332,2503,52.6,2.44,826,5947,8,182,0,0,134,61,6332
"Census Tract 3.01, Yuma County, Arizona",4027000301,30123,1,3744,1339,29.7,2.8,111,2222,103,0,0,0,1321,98,3744
"Census Tract 3.02, Cochise County, Arizona",4003000302,45458,1,5278,2171,43.7,2.43,928,5158,3,16,32,0,14,55,5278
"Census Tract 3.02, Gila County, Arizona",4007000302,42146,1,2721,1234,54.3,2.2,405,2659,19,14,0,0,24,5,2721
"Census Tract 3.02, Yuma County, Arizona",4027000302,27550,1,4547,1481,28.5,3.07,152,1948,184,40,0,0,2157,218,4547
"Census Tract 3.03, Cochise County, Arizona",4003000303,52873,1,3215,1312,51.9,2.45,500,3126,0,10,0,0,36,43,3215
"Census Tract 3.07, Pinal County, Arizona",4021000307,45380,1,2123,875,52.3,2.43,286,2061,0,0,0,0,0,62,2123
"Census Tract 3.08, Pinal County, Arizona",4021000308,30042,1,5646,2245,51.7,2.51,430,5563,0,0,0,0,69,14,5646
"Census Tract 3.09, Pinal County, Arizona",4021000309,28221,1,2113,1161,62.5,1.82,204,2033,0,56,0,0,0,24,2113
"Census Tract 3.10, Pinal County, Arizona",4021000310,34674,1,3102,1296,53.8,2.39,402,2915,67,7,12,0,33,68,3102
"Census Tract 3.11, Pinal County, Arizona",4021000311,73731,1,2587,1214,55,2.13,728,2551,0,0,36,0,0,0,2587
"Census Tract 3.12, Pinal County, Arizona",4021000312,31691,1,3709,1473,34.8,2.52,141,3466,111,0,0,0,132,0,3709
"Census Tract 3.13, Pinal County, Arizona",4021000313,34835,1,4751,1828,48.7,2.55,319,4444,48,29,25,0,118,87,4751
"Census Tract 3.14, Pinal County, Arizona",4021000314,42089,1,5530,2370,45.4,2.33,661,4566,19,250,29,0,180,486,5530
"Census Tract 3.15, Pinal County, Arizona",4021000315,38493,1,5166,2075,42.4,2.48,421,4339,0,40,14,8,118,647,5166
"Census Tract 3.16, Pinal County, Arizona",4021000316,68005,1,7143,3393,63.3,2.1,2573,6830,50,0,126,0,68,69,7143
"Census Tract 3.17, Pinal County, Arizona",4021000317,37039,1,2246,1164,67.8,1.93,361,2123,69,8,0,0,34,12,2246
"Census Tract 3.18, Pinal County, Arizona",4021000318,46005,1,6435,2830,52.4,2.27,673,5592,276,0,212,0,79,276,6435
"Census Tract 3.19, Pinal County, Arizona",4021000319,46083,1,1140,655,69.8,1.74,351,1118,0,7,0,0,0,15,1140
"Census Tract 30.02, Pima County, Arizona",4019003002,38682,1,4350,2055,42.8,1.99,1412,3755,116,12,95,0,128,244,4350
"Census Tract 30.03, Pima County, Arizona",4019003003,25047,1,4100,2082,43.7,1.79,874,3230,326,41,87,0,320,96,4100
"Census Tract 30.04, Pima County, Arizona",4019003004,58000,1,1753,806,35.6,2.16,689,1427,46,78,99,0,54,49,1753
"Census Tract 304.01, Maricopa County, Arizona",4013030401,96354,1,3926,2051,61.4,1.9,2205,3853,0,0,71,0,2,0,3926
"Census Tract 304.02, Maricopa County, Arizona",4013030402,79306,1,3784,1691,54.9,2.24,1591,3514,12,27,27,0,103,101,3784
"Census Tract 31.01, Pima County, Arizona",4019003101,25319,1,6273,2912,33.7,2.12,847,5100,402,72,356,0,281,62,6273
"Census Tract 31.02, Pima County, Arizona",4019003102,32588,1,4078,1916,43.5,2.02,824,2946,527,48,165,0,205,187,4078
"Census Tract 3184, Maricopa County, Arizona",4013318400,55215,1,4064,1723,27.1,2.35,899,3203,217,25,77,34,364,144,4064
"Census Tract 3185.01, Maricopa County, Arizona",4013318501,42957,1,3556,1510,30.8,2.35,762,3014,19,0,127,53,279,64,3556
"Census Tract 3187, Maricopa County, Arizona",4013318700,60982,1,3121,385,19.6,1.94,288,2287,170,51,335,33,136,109,3121
"Census Tract 3188, Maricopa County, Arizona",4013318800,34797,1,6270,2966,25.9,2.11,1173,4524,302,271,356,0,550,267,6270
"Census Tract 3189, Maricopa County, Arizona",4013318900,32248,1,6369,2570,27,2.48,1634,4920,263,342,165,0,314,365,6369
"Census Tract 3190, Maricopa County, Arizona",4013319000,60875,1,8184,839,19.9,2.77,771,6362,268,93,591,4,328,538,8184
"Census Tract 3191.01, Maricopa County, Arizona",4013319101,15431,1,2743,1068,22.4,2.1,411,1382,191,183,584,7,342,54,2743
"Census Tract 3191.03, Maricopa County, Arizona",4013319103,19294,1,4382,1632,22.6,2.67,528,2236,210,285,1238,0,323,90,4382
"Census Tract 3191.04, Maricopa County, Arizona",4013319104,26643,1,5639,2236,24.8,2.52,1092,3669,241,240,1277,48,84,80,5639
"Census Tract 3192.01, Maricopa County, Arizona",4013319201,26672,1,5017,2246,25.5,2.16,743,3456,341,137,418,0,637,28,5017
"Census Tract 3192.02, Maricopa County, Arizona",4013319202,21738,1,3560,1849,26,1.92,622,2046,695,243,185,13,221,157,3560
"Census Tract 3193, Maricopa County, Arizona",4013319300,22689,1,2688,973,25.3,2.74,163,1851,186,233,41,0,263,114,2688
"Census Tract 3194.01, Maricopa County, Arizona",4013319401,52552,1,5910,2242,30.5,2.63,1562,4905,383,66,61,162,130,203,5910
"Census Tract 3194.02, Maricopa County, Arizona",4013319402,74726,1,4187,1455,38.3,2.84,1151,3435,203,22,124,47,125,231,4187
"Census Tract 3194.03, Maricopa County, Arizona",4013319403,55300,1,4833,1798,30.3,2.68,1203,3678,204,22,105,60,358,406,4833
"Census Tract 3194.04, Maricopa County, Arizona",4013319404,57596,1,3501,1405,45,2.35,997,3161,70,26,90,0,123,31,3501
"Census Tract 3195, Maricopa County, Arizona",4013319500,48393,1,5677,2171,30.6,2.6,1659,4451,135,1,116,64,740,170,5677
"Census Tract 3196, Maricopa County, Arizona",4013319600,60227,1,6293,2334,29.5,2.67,1686,5106,204,220,218,0,405,140,6293
"Census Tract 3197.03, Maricopa County, Arizona",4013319703,43475,1,4419,1815,30.8,2.32,749,3008,220,456,188,10,347,190,4419
"Census Tract 3197.04, Maricopa County, Arizona",4013319704,59063,1,1357,600,31.4,2.25,315,879,96,74,130,43,111,24,1357
"Census Tract 3197.05, Maricopa County, Arizona",4013319705,50429,1,3322,1364,35.6,2.43,698,2606,190,29,151,0,176,170,3322
"Census Tract 3197.06, Maricopa County, Arizona",4013319706,44675,1,5438,1878,27.3,2.9,832,3686,307,86,235,0,961,163,5438
"Census Tract 3198, Maricopa County, Arizona",4013319800,37087,1,7107,2625,26.1,2.71,1094,5383,220,100,213,0,697,494,7107
"Census Tract 3199.02, Maricopa County, Arizona",4013319902,51719,1,2361,956,33.3,2.37,465,1895,155,8,24,92,135,52,2361
"Census Tract 3199.03, Maricopa County, Arizona",4013319903,65625,1,5903,2577,33.6,2.28,2107,4757,286,0,311,25,242,282,5903
"Census Tract 3199.04, Maricopa County, Arizona",4013319904,72334,1,4570,1797,40.7,2.51,1469,4020,220,49,47,0,55,179,4570
"Census Tract 3199.05, Maricopa County, Arizona",4013319905,58092,1,5365,2025,37.4,2.64,1385,4416,75,0,295,0,276,303,5365
"Census Tract 3199.06, Maricopa County, Arizona",4013319906,85536,1,3184,1252,41.9,2.53,1179,2390,268,7,295,14,52,158,3184
"Census Tract 3199.07, Maricopa County, Arizona",4013319907,124250,1,2327,776,46,3,1060,2068,86,29,51,0,22,71,2327
"Census Tract 3199.08, Maricopa County, Arizona",4013319908,59519,1,2121,821,38.6,2.56,640,1608,163,10,26,3,305,6,2121
"Census Tract 3199.09, Maricopa County, Arizona",4013319909,84205,1,2318,974,49.2,2.36,1052,1963,26,40,113,0,135,41,2318
"Census Tract 3199.10, Maricopa County, Arizona",4013319910,124321,1,4394,1461,43.2,3.01,1991,3418,11,10,724,0,178,53,4394
"Census Tract 32, Pima County, Arizona",4019003200,40795,1,6111,2897,41.7,2.08,1689,5077,228,107,99,0,394,206,6111
"Census Tract 3200.01, Maricopa County, Arizona",4013320001,42683,1,6289,3025,29,2.08,1681,3263,1305,261,670,144,326,320,6289
"Census Tract 3200.02, Maricopa County, Arizona",4013320002,29517,1,5892,1555,27.5,3.79,185,1316,128,2550,0,0,1502,396,5892
"Census Tract 3200.07, Maricopa County, Arizona",4013320007,44704,1,7823,3127,28.2,2.5,913,4692,344,666,311,42,1527,241,7823
"Census Tract 3201, Maricopa County, Arizona",4013320100,51397,1,2707,1387,27.8,1.95,909,2005,62,214,198,0,84,144,2707
"Census Tract 33.02, Pima County, Arizona",4019003302,46265,1,4153,1484,38.2,2.79,849,3347,152,112,60,0,336,146,4153
"Census Tract 33.03, Pima County, Arizona",4019003303,31622,1,3578,1780,49.3,1.98,534,2832,195,2,79,0,245,225,3578
"Census Tract 33.04, Pima County, Arizona",4019003304,31531,1,3319,1703,32.7,1.94,918,2225,244,35,243,0,354,218,3319
"Census Tract 34, Pima County, Arizona",4019003400,45290,1,5487,2179,43.2,2.51,1367,4223,104,59,147,0,652,302,5487
"Census Tract 35.01, Pima County, Arizona",4019003501,22963,1,7906,2935,29.1,2.68,464,5024,789,244,257,0,1318,274,7906
"Census Tract 35.02, Pima County, Arizona",4019003502,27472,1,4455,1802,31.9,2.44,527,2964,118,80,73,0,783,437,4455
"Census Tract 35.03, Pima County, Arizona",4019003503,28381,1,5028,1563,23.9,3.2,235,2995,186,219,49,38,1193,348,5028
"Census Tract 35.04, Pima County, Arizona",4019003504,33565,1,2450,955,35.5,2.56,247,1998,71,28,66,0,227,60,2450
